"date","bike_count","weekday","is_weekend","is_holiday","FX.Windspitze","FM.Windgeschwindigkeit","RSK.Niederschlagshoehe","RSKF.Niederschlagsform","SDK.Sonnenscheindauer","SHK_TAG.Schneehoehe","NM.Bedeckungsgrad","TMK.Lufttemperatur","UPM.Relative_Feuchte","TXK.Lufttemperatur_Max","TNK.Lufttemperatur_Min","TGK.Lufttemperatur_5cm_min"
2018-02-01,4528,4,0,0,12.6,5.1,1.5,6,1.6,0,6.3,4.4,83,5.9,2.4,0.9
2018-02-02,4515,5,0,0,12,5.3,0.1,6,0.1,0,6.9,3.5,79,5,1.4,0
2018-02-03,3159,6,1,0,8.4,3.4,3,8,0.3,0,7.1,3,84,4.7,0.3,0
2018-02-04,1091,7,1,0,7.4,2.3,6.4,8,0,0,7.5,0.6,93,2.6,-0.4,-0.9
2018-02-05,4315,1,0,0,10.9,4.7,0,0,4.6,2,6.4,0.8,83,3.4,-0.2,-0.8
2018-02-06,4547,2,0,0,8.5,3.8,0,0,2.9,0,6.7,0.7,77,4,-1.8,-4.2
2018-02-07,4470,3,0,0,3.7,1.5,0,0,2.2,0,7.3,0.1,81,3.1,-2.4,-4.1
2018-02-08,4628,4,0,0,3.7,1.1,0,0,3.2,0,7,0.3,82,3.5,-2.9,-4.7
2018-02-09,4415,5,0,0,4.2,1.1,0,6,0,0,8,1.7,82,3.3,0,-0.2
2018-02-10,2924,6,1,0,8.6,3.5,0,6,0,0,7.7,2.4,82,3.6,0.9,-0.7
2018-02-11,1118,7,1,0,16.3,6,0.8,8,0,0,7.6,3.4,77,5.8,1.1,-0.1
2018-02-12,3783,1,0,0,11.3,4.9,0,8,4.1,0,4.8,2.1,76,4.7,-2.1,-5.2
2018-02-13,3439,2,0,0,7.3,2,0,0,9.1,0,1.8,0.6,66,5.6,-2.9,-6.5
2018-02-14,4504,3,0,0,5.5,1.9,0,0,9.1,0,1.5,0.1,63,6.6,-6.3,-8.7
2018-02-15,3112,4,0,0,4.5,1.4,10,8,0,0,7.6,1.6,87,5.3,-1.3,-3.3
2018-02-16,4049,5,0,0,5.2,2.3,0.2,6,4.3,0,5.5,5.4,87,9.7,-0.1,-2.4
2018-02-17,1792,6,1,0,11.4,4.2,6.6,8,0,0,7.8,1.5,91,2.7,-0.8,-3.3
2018-02-18,1353,7,1,0,7.7,2.1,0,0,3.3,0,6,0.4,88,3.9,-3.1,-4.9
2018-02-19,3989,1,0,0,3.9,1.7,0,0,0,0,8,1.5,77,2.6,0.3,-0.4
2018-02-20,4054,2,0,0,5.8,2.4,0,0,0,0,7.4,1,72,3.5,-2.4,-5.2
2018-02-21,4083,3,0,0,11.1,4.1,0,0,6.3,0,5,1.5,65,5.5,-0.9,-3.1
2018-02-22,4062,4,0,0,15.8,6.6,0,0,4.7,0,5.3,0.4,57,3.1,-2,-3.9
2018-02-23,3891,5,0,0,13.9,7.1,0,0,5.4,0,6.3,0.1,55,2.8,-2.5,-3.9
2018-02-24,2607,6,1,0,15.9,8.1,0,0,9.5,0,0.8,0,51,4.9,-3.8,-4.8
2018-02-25,1179,7,1,0,13,7,0,0,9.8,0,1.4,-3,44,0.1,-5.8,-7.2
2018-02-26,3261,1,0,0,13.9,6,0,0,6.5,0,2.3,-5.5,49,-2.7,-7.6,-9.2
2018-02-27,3268,2,0,0,9.3,4,0,0,8.8,0,7,-7.2,54,-3.9,-11.4,-13.8
2018-02-28,3126,3,0,0,13.8,5.6,0,0,8.9,0,4.2,-6.4,52,-1.4,-12,-14
2018-03-01,3457,4,0,0,13.4,7.2,0,0,0.8,0,7.7,-3,46,0.8,-6.6,-6.6
2018-03-02,3301,5,0,0,13,4.7,1.2,8,0.5,0,8,-2.1,62,0.3,-4,-3.9
2018-03-03,2456,6,1,0,7.3,2.7,1.3,6,4.8,1,NA,0.4,86,6.6,-4.9,-7.9
2018-03-04,1421,7,1,0,7.3,1.8,1.5,6,1.3,0,7.3,4.3,89,11.8,0.1,-1.5
2018-03-05,4600,1,0,0,8.8,3,0,0,9.8,0,6.8,7.4,73,14.5,-0.7,-2.4
2018-03-06,4580,2,0,0,9.2,2.7,0.5,6,5.5,0,7.2,5.4,80,11.1,-1.6,-3.7
2018-03-07,4198,3,0,0,18.1,4.6,1.1,6,1.9,0,6.4,6.1,81,10.6,0,-1.7
2018-03-08,4758,4,0,0,12.8,6,0,6,6.7,0,6.6,8.4,65,12.6,4.7,3.4
2018-03-09,4429,5,0,0,6.9,1.6,0.1,6,0.4,0,8,8.7,73,13.4,4.1,3.2
2018-03-10,2745,6,1,0,7.6,1.5,0.7,6,0,0,7.1,9.9,91,13.5,5.2,3
2018-03-11,1483,7,1,0,6,1.5,0.4,6,0.7,0,7.6,9.1,93,13.6,3.9,2.3
2018-03-12,4176,1,0,0,15.5,5.5,0.6,6,2.3,0,7.5,10.6,81,14,8.3,6.5
2018-03-13,3825,2,0,0,16.1,7.5,4.5,6,0.3,0,7.6,8,80,9.1,6.2,5.5
2018-03-14,4855,3,0,0,8.5,3.2,0,0,8.5,0,4.1,8.3,70,12.8,5.2,2.1
2018-03-15,4579,4,0,0,11.3,3.9,0.8,6,0.4,0,6.8,7.5,74,11.9,3.9,1.2
2018-03-16,4579,5,0,0,10.9,3.5,0.2,6,2.9,0,6.3,8.7,78,14.4,1.8,-0.7
2018-03-17,2886,6,1,0,13.4,6.4,2.6,8,0,0,7.5,2,80,6,-2.5,-2.6
2018-03-18,962,7,1,0,12,6.2,0,0,0,2,7.7,-1.2,76,0.5,-3.2,-3.5
2018-03-19,3762,1,0,0,9,4.7,0,0,0,0,8,0,65,1.8,-1.5,-2.2
2018-03-20,4035,2,0,0,9.2,2.7,0,8,3.8,0,6.4,0.1,70,3,-4.6,-7.4
2018-03-21,4511,3,0,0,8.6,2,0,0,10.4,0,3,0.7,68,6.6,-5.1,-7.3
2018-03-22,3851,4,0,0,12.5,4.7,4.7,8,0,0,7.2,0.7,81,4.7,-4.6,-6.9
2018-03-23,4456,5,0,0,8.2,3.2,1.7,6,0,0,NA,4.3,89,8.3,0,-2.6
2018-03-24,3801,6,1,0,11,3.6,0,0,11.3,0,4.9,6.1,70,12.4,0,-3.1
2018-03-25,1880,7,1,0,5.2,1.2,0,0,10.7,0,7.2,5.8,70,14.2,-2.5,-5
2018-03-26,4430,1,0,0,5.1,1.6,1.5,6,0,0,7.8,6.8,74,10.6,2.4,0.1
2018-03-27,4657,2,0,0,12.3,4.1,0.8,6,2.8,0,7.2,7.5,75,12.9,2.3,-0.7
2018-03-28,3844,3,0,0,15.6,6.5,7.9,6,1.1,0,7.5,9.7,82,12,7.3,6.3
2018-03-29,4857,4,0,0,11.1,3.7,0,0,6.2,0,6.8,6.7,68,10.8,0,-1.8
2018-03-30,1403,5,0,1,9.9,2.8,0.1,6,4.8,0,7.2,7.2,75,15.9,-1.7,-4.1
2018-03-31,3241,6,1,0,9.7,2.2,0.1,6,6.7,0,7.7,8.8,69,13.9,4.1,1.9
2018-04-01,705,7,1,1,18,5.9,2.8,6,0.3,0,7.4,7.2,80,8.7,5.1,4.3
2018-04-02,1380,1,0,1,5.6,1.3,0.3,6,6.6,0,6.6,8.5,71,15.4,-0.7,-3
2018-04-03,5167,2,0,0,12,3.3,0.6,6,7.8,0,7.8,14.7,56,20.8,8.3,6.7
2018-04-04,4360,3,0,0,21.6,4.2,4.2,6,2.7,0,7.4,12.1,77,17.7,9.5,6.4
2018-04-05,4305,4,0,0,15.1,6.2,2.2,6,1,0,7.5,10,69,12.4,5.6,1.9
2018-04-06,5610,5,0,0,11.3,4.4,0,0,12.2,0,2.7,10.3,59,17.5,0.9,-1.3
2018-04-07,4979,6,1,0,6.7,2,0,0,12.1,0,0.8,13,59,23.4,1.1,-1.3
2018-04-08,2615,7,1,0,8.3,2.6,0,0,10.3,0,4.4,14.9,61,24.2,4.6,2.3
2018-04-09,5962,1,0,0,6.5,1.8,0,6,0.9,0,7,14.4,68,19,7.4,5.9
2018-04-10,5573,2,0,0,15.4,3.2,3.5,6,4.2,0,7.9,12,80,19.6,6.3,5
2018-04-11,6481,3,0,0,10.6,2.7,0,0,11.8,0,4.4,12,70,18.9,2.1,0.4
2018-04-12,6434,4,0,0,10.5,2.9,0,6,5.5,0,7.1,13.2,75,19.8,6.7,4.2
2018-04-13,4671,5,0,0,9.2,2.4,3.3,6,0.6,0,7.4,9.6,90,14,4.8,2.6
2018-04-14,5080,6,1,0,5.7,1.8,0,6,10.8,0,5.3,12.5,71,20.7,2.4,0.4
2018-04-15,2669,7,1,0,5.6,2,0.3,6,6.6,0,7.3,15.5,70,20.7,9.8,7.9
2018-04-16,6619,1,0,0,7.5,2.6,0,0,9.9,0,5.1,15.6,70,21,8.7,6
2018-04-17,7242,2,0,0,5,1.4,0,0,12.6,0,3.7,14.8,67,23.6,5.3,3.4
2018-04-18,7076,3,0,0,11.4,3.1,0,0,12.8,0,NA,17,61,25.4,6.6,4.2
2018-04-19,8199,4,0,0,10.4,4,0,0,12.8,0,3.1,19.1,53,27.2,11.4,8.2
2018-04-20,8070,5,0,0,4.2,1.1,0,0,12.6,0,5.9,17.4,64,28,7.5,4.3
2018-04-21,6343,6,1,0,4.7,1.3,0,0,12.3,0,3.1,18,65,28.7,7.7,6.2
2018-04-22,4605,7,1,0,7.9,2.5,0,0,10.9,NA,4.3,19.5,60,27.9,8.8,6.9
2018-04-23,6622,1,0,0,12.9,4.2,4.8,6,2.1,0,7.5,16.3,78,20.1,13.4,11.4
2018-04-24,7567,2,0,0,9.4,3,0,0,9.3,0,7.2,15.4,79,21.2,9.3,6.6
2018-04-25,7700,3,0,0,16.1,5,0.1,6,7.5,0,5,15,73,20.5,8.4,5.7
2018-04-26,6987,4,0,0,13.1,4.4,0,0,8.6,0,6.1,11.8,64,16.2,5,2.4
2018-04-27,7787,5,0,0,8.4,2.3,0,0,10.9,0,5.7,13.2,62,22.5,1.6,-0.1
2018-04-28,4779,6,1,0,6.6,2.4,7.3,6,6.5,0,6.8,14.3,62,20.2,9.6,6
2018-04-29,2968,7,1,0,15.5,3.7,0.1,6,9.8,0,5.8,17.5,72,25.9,9.9,8.7
2018-04-30,6103,1,0,0,18.5,7.6,0,6,9,0,4.4,14.3,58,18.4,9.9,8.8
2018-05-01,2604,2,0,1,12.2,3.7,0,0,8.3,NA,5.8,9.5,64,14.1,3.5,1.4
2018-05-02,6453,3,0,0,5.9,2.3,0,6,1.7,NA,7.8,10.7,69,16.9,2.6,0.8
2018-05-03,6894,4,0,0,8.8,3.1,0,6,5.1,NA,7.3,14.4,66,19,9.7,9
2018-05-04,8364,5,0,0,11.9,4.9,0,0,10.7,NA,3.1,16.5,55,22.7,9,7.1
2018-05-05,7987,6,1,0,13.1,5.3,0,0,12.8,NA,0.7,18.1,54,24.8,10.8,9.4
2018-05-06,3176,7,1,0,12.7,4.8,0,0,13.8,NA,0.3,18.5,49,25.2,12,9.1
2018-05-07,7845,1,0,0,13.9,4.1,0,0,13.8,NA,0.6,18.3,52,25.9,9.8,6.6
2018-05-08,13109,2,0,0,10.9,3.8,0,0,13.9,NA,0.3,18.8,51,27.5,9.2,7.3
2018-05-09,12701,3,0,0,9,2.7,0,0,11.9,NA,3.5,18.6,56,26.6,10.6,8.2
2018-05-10,2790,4,0,1,11.1,3.6,4.2,6,0,NA,7.3,13.1,88,16.2,9.8,7.2
2018-05-11,7836,5,0,0,9,2.4,0,0,12.1,NA,1.9,15.1,73,22.1,5.8,3.7
2018-05-12,6306,6,1,0,10,2.3,4.8,6,10.2,NA,3.6,17.9,70,27,8,6.2
2018-05-13,1688,7,1,0,9.7,4.5,18.3,6,0,NA,7.5,13.4,94,15.7,11.2,11
2018-05-14,5142,1,0,0,7.9,3.4,1.6,6,0,NA,7.3,13.1,92,15.6,11.4,11
2018-05-15,6577,2,0,0,13.5,2.5,9.2,8,7.7,0,6.6,15.6,79,22.1,11.7,10.7
2018-05-16,4983,3,0,0,8.1,2.4,3.7,6,2.4,0,7.5,13.9,88,18.2,11.8,11.6
2018-05-17,6011,4,0,0,5.5,1.7,0.3,6,2,0,6.6,14.1,84,18.3,8.2,6.2
2018-05-18,7447,5,0,0,7.9,2.7,0,0,13.7,0,2.8,13.2,72,19.3,5.5,3.9
2018-05-19,4695,6,1,0,10.3,3.1,3.5,6,12.7,0,4.3,14.7,69,20.8,6.9,5.7
2018-05-20,1284,7,1,1,7.5,2.8,5.7,6,0.1,0,6.6,14.1,89,18.6,9.1,7.7
2018-05-21,2719,1,0,1,6.9,2.3,0,0,12.3,0,6.3,18.1,70,24.7,11.2,9.7
2018-05-22,5146,2,0,0,10.8,1.8,7.4,6,7,0,5.9,16.9,82,26,11.4,9.9
2018-05-23,5256,3,0,0,7.3,2.1,0.1,6,5.4,0,5.7,17.9,82,23.2,14.2,13.6
2018-05-24,5695,4,0,0,6.6,1.7,1.7,6,3.1,NA,6.7,17.3,88,22.1,12.5,11.3
2018-05-25,6531,5,0,0,6.1,1.5,0,0,13.6,NA,3,19.1,76,26.4,10.6,9.5
2018-05-26,4973,6,1,0,8,2.8,0,0,12.9,NA,4.8,21.5,70,28.3,14.6,12.2
2018-05-27,3320,7,1,0,7,1.8,0,0,10.4,NA,6.6,22,72,28.8,14.7,13
2018-05-28,10200,1,0,0,9.8,2.9,0,6,9.5,NA,5.4,23.4,70,29.6,16.8,15.5
2018-05-29,7613,2,0,0,9.8,3.8,0,0,5.8,NA,5,20.3,77,25,14.3,12.8
2018-05-30,9097,3,0,0,7.6,1.9,0,6,11.8,NA,2.7,22,67,29.2,12.7,11.4
2018-05-31,6041,4,0,1,16,3.2,11.4,6,11.5,NA,5.2,22.5,70,27.9,16.4,15.1
2018-06-01,7686,5,0,0,13,4.2,7.4,8,8.3,NA,5.2,19.4,81,25,16.2,15
2018-06-02,6880,6,1,0,7.4,2.5,0,0,12.9,NA,1.1,19.9,75,25.2,14.7,13.3
2018-06-03,4450,7,1,0,10.2,2.4,0,0,13.2,NA,3.6,20.9,71,27.6,12.5,11.5
2018-06-04,9256,1,0,0,9.2,3.2,0,0,13.9,NA,3.8,23.1,61,30,15.2,13.7
2018-06-05,13292,2,0,0,10.2,2.9,0,0,13.4,NA,2.7,22.9,62,29.1,14.2,12.9
2018-06-06,13538,3,0,0,7.5,2.5,2,8,11.3,NA,3.3,22.7,67,29.8,17.9,16.6
2018-06-07,13316,4,0,0,8.7,2.8,3.5,6,3.5,NA,7,20.8,79,25.8,16.6,15.7
2018-06-08,16149,5,0,0,9,1.9,3.1,8,9.6,NA,5.8,21.4,78,28.3,14.6,13.6
2018-06-09,14357,6,1,0,8.1,2.4,2,6,8,NA,6.6,21.4,83,29,18.1,17.7
2018-06-10,9801,7,1,0,14,2.5,0.1,6,11.9,NA,4,22.7,74,29,17.1,15.8
2018-06-11,7806,1,0,0,10.9,2,28.7,6,4,NA,6,20,86,27.5,16.3,15.5
2018-06-12,7927,2,0,0,9,2.7,1.2,6,0,NA,7.3,17.6,89,19.9,15.5,14.9
2018-06-13,15952,3,0,0,9.3,3.4,0,0,0.3,NA,7.8,16.2,68,18.8,13.8,13.4
2018-06-14,7225,4,0,0,5.8,1.4,0,0,6.2,NA,7.8,17,68,22,13.3,13.1
2018-06-15,7108,5,0,0,5.7,1.9,0,0,9.1,NA,5.6,18.7,70,24,13.1,11.6
2018-06-16,6058,6,1,0,5.5,1.5,0,0,9.8,NA,5.2,19.6,69,27.2,11.1,10.4
2018-06-17,4705,7,1,0,7.5,2.7,0,0,5.5,NA,7,19.9,65,24.2,16,14.9
2018-06-18,7261,1,0,0,7.4,2.4,0,0,5.4,NA,6.2,19.2,68,24.6,14.6,14.1
2018-06-19,7038,2,0,0,8.9,2.6,0,0,9.5,NA,3.5,20.7,71,27.1,14.7,13.2
2018-06-20,7239,3,0,0,6.6,2.2,0,0,14.9,NA,0.4,23.4,65,30.8,14.3,13.2
2018-06-21,7731,4,0,0,13.2,4.7,0,6,10.4,NA,3.7,21.1,58,27.9,12.3,8.7
2018-06-22,6876,5,0,0,7.4,2.5,0,0,8.4,NA,3.9,14.1,58,19.6,7.4,5.3
2018-06-23,5211,6,1,0,9.5,2.3,0,0,10.7,NA,NA,14.7,63,22.2,6.1,4.4
2018-06-24,2408,7,1,0,8.1,2,0,0,5,NA,7.8,16.9,61,22.4,8.9,8
2018-06-25,6988,1,0,0,8.4,2.7,0,0,6,0,5.3,18.9,57,23.5,13.4,11.4
2018-06-26,7169,2,0,0,10.1,1.8,0,0,4.6,0,3.9,18.8,67,25.1,11.1,9.9
2018-06-27,7406,3,0,0,12.3,3.4,0,0,9.9,0,1.2,20.2,57,27.7,11.6,9.5
2018-06-28,7291,4,0,0,16.3,3.6,0,6,8.4,0,4.2,20.5,56,27.4,11.6,9.3
2018-06-29,7123,5,0,0,9,2.9,0,6,8.6,0,4.7,23.1,60,30,16.7,14.8
2018-06-30,5323,6,1,0,10,3.7,0,0,14.9,0,0.3,24.1,49,31.8,14.8,13.3
2018-07-01,2619,7,1,0,11.7,5.6,0,0,15,0,0.1,22.7,34,29,16,14.9
2018-07-02,6874,1,0,0,10.7,5,0,0,14.9,0,0.4,22.9,36,29.9,15.4,14.3
2018-07-03,7363,2,0,0,8.1,3.3,0,0,12.9,0,3.5,22.7,44,29.1,16.4,15.2
2018-07-04,7053,3,0,0,9.6,2.8,0,6,8.3,0,7.3,22.9,62,29.8,15.4,14.5
2018-07-05,5934,4,0,0,8.1,2.9,8.1,6,0,0,7.4,18.5,90,20.5,15.3,14.6
2018-07-06,6631,5,0,0,7.2,2.7,2.9,6,5.4,0,5.8,20.2,82,26.5,14.8,13.6
2018-07-07,5475,6,1,0,6.2,1.7,0,6,7.3,0,5,21.5,66,27.9,13.9,12.7
2018-07-08,2661,7,1,0,7.7,2.1,0,0,14.7,0,1.4,21.1,55,28.2,13.3,11.3
2018-07-09,7281,1,0,0,8.3,2.7,0,0,13.4,0,3.5,20.8,53,28.6,10.7,9.6
2018-07-10,6874,2,0,0,10,2.4,0.2,6,4.6,0,5.5,18.3,63,22.9,14.2,12.3
2018-07-11,7309,3,0,0,8.6,2.8,0,6,6.4,0,5.9,18.1,60,22.9,14.8,14.5
2018-07-12,7677,4,0,0,6.4,2.4,0,6,7.5,0,4.3,19.8,60,26.3,13.5,12.2
2018-07-13,7856,5,0,0,6.2,2.2,0,0,14.5,0,1.1,22.1,56,29.7,11.6,10.5
2018-07-14,6113,6,1,0,7.7,2.3,0,0,14.3,0,2.8,23.3,54,31.3,14.2,12.8
2018-07-15,3073,7,1,0,10,2,20.9,6,6.6,0,5.9,21.1,67,31,14.8,13.7
2018-07-16,7443,1,0,0,7.8,2,0,0,12.6,0,4.5,22.3,64,29.2,16.2,14.9
2018-07-17,8539,2,0,0,12,3.1,0.1,6,12.9,0,2.6,22.9,60,31.6,14,13
2018-07-18,9308,3,0,0,9.2,2.2,0,0,13.9,0,1.9,22.6,59,29,15.6,13.9
2018-07-19,9517,4,0,0,6.5,2.5,0,0,13.3,0,3.1,22.3,55,30.3,13,11.6
2018-07-20,7687,5,0,0,10.1,2.4,0,6,10.5,0,4.8,23.6,54,31.3,14.9,13.7
2018-07-21,4449,6,1,0,12,3.5,19.1,8,1.2,0,7.6,20.2,84,24.1,17.1,17
2018-07-22,2837,7,1,0,15.5,2.6,0.2,6,4.8,0,7.4,20.8,79,26.2,18,17.3
2018-07-23,7577,1,0,0,7.7,1.2,0,0,12.2,0,2.6,22.7,70,29.5,15.9,14.8
2018-07-24,7493,2,0,0,10.4,2.2,0,0,14.2,0,0.4,24.5,61,32.7,15.4,14.1
2018-07-25,7539,3,0,0,8.1,1.8,0,0,13.6,0,1,25.8,58,34.7,15.7,14.6
2018-07-26,9734,4,0,0,9.4,2.7,0,0,14,0,0.9,26.5,55,34.7,17.2,15.9
2018-07-27,9955,5,0,0,6.7,1.8,0,0,14.2,0,0.8,25.8,52,34.7,15.9,14.7
2018-07-28,5282,6,1,0,15.1,4,2.1,6,3.1,NA,6.9,23.4,68,30.2,17.9,16.5
2018-07-29,2899,7,1,0,6.9,2,0,0,10.4,NA,4.1,24.4,60,32.1,17.8,16.5
2018-07-30,6917,1,0,0,6.7,1.7,0,0,12.7,NA,1.7,25.8,55,34.6,15.4,14.4
2018-07-31,6711,2,0,0,7,2,0,0,12.9,NA,1.1,26.8,54,36,16.6,15.5
2018-08-01,7467,3,0,0,10.3,2.7,NA,NA,4.5,NA,7,23.9,67,29.4,19.7,19.1
2018-08-02,13450,4,0,0,7.2,1.8,0,0,13.5,NA,2,25.1,69,32.1,17.4,16.4
2018-08-03,12502,5,0,0,12.6,2.6,0,0,13.7,NA,0,27.8,57,36.4,19.2,18.4
2018-08-04,5492,6,1,0,7.4,2.1,0,0,11.9,NA,1.9,28.6,50,36.3,18.7,17.8
2018-08-05,3343,7,1,0,9.5,3.7,0,0,12.2,NA,1.4,26.8,47,32.5,19.1,17.7
2018-08-06,9327,1,0,0,7.4,2.9,0,0,13.9,NA,0.9,27.3,47,35.8,19.4,18.1
2018-08-07,6843,2,0,0,9.4,2.6,0,0,9.8,NA,3.8,27.2,52,35.7,18.9,18.1
2018-08-08,8298,3,0,0,10.9,3.4,0,6,7.5,NA,5.1,25.9,55,31.6,19.9,18.8
2018-08-09,7237,4,0,0,24.4,4,0,6,7.6,NA,5.8,24.3,61,35.4,18.5,17.7
2018-08-10,6921,5,0,0,9.9,3.7,0,0,11.2,NA,3.6,19.9,55,25.9,15.1,13.8
2018-08-11,5059,6,1,0,11.8,3.4,0,0,10.4,NA,4.6,19.5,52,26,11.7,9.9
2018-08-12,2978,7,1,0,7.5,1.7,0,0,13.6,NA,0.6,20.5,53,30.8,9,7.8
2018-08-13,4925,1,0,0,10.6,3.4,1.1,6,2.8,NA,6.3,19.5,75,25.5,13.4,12.6
2018-08-14,6519,2,0,0,9.8,3.8,0,0,10.2,NA,2.8,20.7,65,26.5,14.8,12.9
2018-08-15,6472,3,0,1,7.9,2.2,0,6,4.7,NA,4.3,20.1,68,26.7,14,12.7
2018-08-16,6675,4,0,0,5.4,1.3,0,0,13.4,NA,1.6,22.1,61,31.2,12.1,10.7
2018-08-17,5918,5,0,0,11.8,2.2,0.6,6,9.8,NA,4.6,22.2,67,31.6,14.3,13.2
2018-08-18,4920,6,1,0,7.9,1.7,0,0,11.2,NA,2.2,21.3,70,28.1,14.3,13.3
2018-08-19,2505,7,1,0,6.7,1.7,0,0,10.2,NA,4.6,22.6,57,30.5,16.2,15.2
2018-08-20,6252,1,0,0,9.4,2.5,0,0,11.8,NA,1.3,23,59,30.4,16.1,14.1
2018-08-21,6161,2,0,0,7.8,2.3,0,6,10.3,NA,1.3,24.1,58,31.3,16.5,15.5
2018-08-22,6188,3,0,0,5.9,2.1,0,0,13,NA,0.3,25.2,52,33.8,18.5,17.2
2018-08-23,5930,4,0,0,10.7,2.8,0.3,6,9,NA,4.1,24.3,61,32.1,16.7,15.8
2018-08-24,5206,5,0,0,13.6,4.1,0.8,6,0,NA,7.3,18.5,75,20.6,13.7,10.7
2018-08-25,3215,6,1,0,9.3,4.1,1.8,6,2.7,NA,5.8,14.5,77,17.5,11.7,9.7
2018-08-26,2304,7,1,0,7.6,2.2,0,6,11.3,NA,3.2,14.8,63,22.2,7,4.7
2018-08-27,5851,1,0,0,12,2.9,0,6,1,NA,7.6,18.3,64,24,10.4,9.8
2018-08-28,6434,2,0,0,6,2.1,0,0,11.8,NA,3.7,19.6,67,26.2,12.7,11.1
2018-08-29,6003,3,0,0,11.2,3.5,0.5,6,8.8,NA,4.1,20.6,66,29.8,10.7,9.4
2018-08-30,5890,4,0,0,11.8,3,0,6,0.8,NA,NA,18,75,22.5,13.9,12.9
2018-08-31,5591,5,0,0,5.6,2.2,0.9,6,0,NA,7.1,16.1,77,20.2,12.9,12.1
2018-09-01,4971,6,1,0,9.9,2.6,0,0,10.4,NA,4.7,17.2,60,23.2,10.6,8.7
2018-09-02,1912,7,1,0,7.4,2.8,0.1,6,0,NA,7.8,16.3,69,18.7,11.2,10.5
2018-09-03,5813,1,0,0,5.3,1.8,0,0,1.6,NA,NA,18.2,76,24,14.9,14.7
2018-09-04,6373,2,0,0,5.9,1.7,0,0,8,NA,4.1,19.5,69,27,12.1,10.6
2018-09-05,6667,3,0,0,10.4,1.9,0,0,9.5,NA,2.4,20.6,67,29.2,12.1,11.2
2018-09-06,6261,4,0,0,9,2.7,2.2,6,7.4,NA,5.7,19.8,75,28.5,14,13.1
2018-09-07,6267,5,0,0,10.7,3.7,0,0,4.2,NA,5.9,18.3,75,22.7,14.3,12.8
2018-09-08,6180,6,1,0,9,1.8,0,0,12,NA,2.4,15.7,65,23.4,7.7,5.2
2018-09-09,3017,7,1,0,6.6,1.6,0,0,11.8,NA,4,16.7,63,27.1,7.3,6.1
2018-09-10,6726,1,0,0,8.4,2.2,0,0,11.1,NA,4.5,18.9,58,30,7.6,6.3
2018-09-11,6994,2,0,0,8.6,2.3,0,0,12,NA,1.3,20,61,29.5,11,8.8
2018-09-12,7143,3,0,0,8.6,2.3,0,6,11.7,NA,1,21.6,60,32,10.5,8.9
2018-09-13,5814,4,0,0,6.8,2,3.9,6,0.7,NA,7.4,18.7,81,22.5,17,16.4
2018-09-14,6681,5,0,0,4.3,1.7,0,6,2.5,NA,7,17.7,82,22.6,15.9,15
2018-09-15,6015,6,1,0,5.8,1.7,0,0,10.7,NA,4,16.5,67,22.5,9.1,7.5
2018-09-16,2827,7,1,0,6.3,2.2,0,0,10.8,NA,4.9,17.2,64,26.8,8.7,7.3
2018-09-17,6926,1,0,0,7.6,1.4,0,0,11.7,NA,1.9,18.1,64,29.1,8.6,7.1
2018-09-18,7145,2,0,0,9.2,2.6,0,0,9.7,NA,2.9,20.5,63,30.3,9.6,8.3
2018-09-19,7398,3,0,0,6.9,2.3,0,0,11.3,NA,1.8,21.7,63,30.6,14.8,13
2018-09-20,7489,4,0,0,11.1,2.5,0,0,10.9,NA,3.7,21.2,64,29.9,13.7,11.7
2018-09-21,6370,5,0,0,14.6,4.1,2.1,6,2.3,NA,6.9,16.9,75,26.7,12.2,10.7
2018-09-22,5211,6,1,0,9.6,3.5,1.6,6,6.5,NA,6.9,14.8,64,19.8,9.8,8.5
2018-09-23,1691,7,1,0,21.7,6.4,15,8,0.8,NA,7,16.5,81,24.6,10.1,8.4
2018-09-24,6483,1,0,0,7.9,2.1,0,0,10.5,NA,3.2,12,65,16.8,6.1,4.3
2018-09-25,6805,2,0,0,11.5,3.7,0,0,11.1,NA,0.9,10.6,63,16.7,3.6,1.9
2018-09-26,6734,3,0,0,5.9,1.8,0,0,11,NA,3.8,10.4,62,19.2,3.6,0.2
2018-09-27,7089,4,0,0,3.8,1,0,0,11.1,NA,0.2,12.1,70,23.9,2.2,0.8
2018-09-28,7098,5,0,0,14,3.6,0.1,6,10,NA,3.5,15,65,22,8.1,6.2
2018-09-29,5164,6,1,0,12,5.1,0,0,10.9,NA,NA,12.4,50,18.8,5.4,2.9
2018-09-30,2389,7,1,0,4.7,1.4,0,0,10.7,NA,0.9,11.4,69,20.7,1.4,-0.7
2018-10-01,6051,1,0,0,8.4,2.3,0.5,6,2.7,NA,6.8,11.6,67,16.4,5.9,3
2018-10-02,6334,2,0,0,13.2,5.2,0,6,0.6,0,6.7,9.4,71,12.2,3.8,0.9
2018-10-03,2289,3,0,1,11.4,4.6,0.2,6,0.7,0,NA,12.4,79,17,6.5,3.8
2018-10-04,7530,4,0,0,8.5,2.8,0,0,10.7,0,0.1,11.8,72,20.2,5,2.7
2018-10-05,7323,5,0,0,3.7,1.1,0,0,10.1,0,1,11.7,77,22.7,2.2,0.1
2018-10-06,5403,6,1,0,7,1.3,0,0,3,0,7.3,13.9,79,22.6,6.2,4.3
